Pref,YearMonth,Y,Y_severe,Y_mild,Z_mild_1,Z_mild_2,Z_mild_3,Z_severe_1,Z_severe_2,Z_severe_3,pop
5120,2013/3/1,94,2,92,1,5,5,0,0,0,3560750
5120,2013/4/1,106,0,106,2,25,4,0,0,0,3560750
5120,2013/5/1,157,6,151,0,19,12,0,2,1,3560750
5120,2013/6/1,169,4,165,2,15,4,0,1,1,3560750
5120,2013/7/1,121,3,118,0,10,6,0,0,0,3560750
5120,2013/8/1,77,2,75,0,0,5,0,0,0,3560750
5120,2013/9/1,130,2,128,4,0,7,0,1,0,3560750
5120,2013/10/1,220,2,218,4,1,16,0,1,0,3560750
5120,2013/11/1,301,3,298,4,3,20,0,0,0,3560750
5120,2013/12/1,251,0,251,3,1,5,0,0,0,3560750
5120,2014/1/1,173,1,172,2,0,12,0,0,1,3561622
5120,2014/2/1,132,1,131,1,2,0,1,0,0,3561622
5120,2014/3/1,370,0,370,13,6,12,0,0,0,3561622
5120,2014/4/1,450,4,446,38,4,5,0,2,1,3561622
5120,2014/5/1,280,1,279,23,1,6,0,0,0,3561622
5120,2014/6/1,331,3,328,9,2,2,0,1,1,3561622
5120,2014/7/1,223,0,223,3,1,3,0,0,0,3561622
5120,2014/8/1,91,2,89,0,0,3,0,2,0,3561622
5120,2014/9/1,169,2,167,1,0,5,1,0,0,3561622
5120,2014/10/1,372,1,371,1,0,11,0,0,0,3561622
5120,2014/11/1,236,2,234,1,0,5,1,0,0,3561622
5120,2014/12/1,181,0,181,1,0,2,0,0,0,3561622
5120,2015/1/1,150,1,149,1,0,8,0,0,1,3569294
5120,2015/2/1,73,0,73,2,0,2,0,0,0,3569294
5120,2015/3/1,69,0,69,0,1,6,0,0,0,3569294
5120,2015/4/1,188,4,184,1,1,5,0,2,0,3569294
5120,2015/5/1,277,4,273,4,3,8,0,2,2,3569294
5120,2015/6/1,333,5,328,2,5,11,0,2,0,3569294
5120,2015/7/1,169,1,168,0,0,5,0,0,0,3569294
5120,2015/8/1,86,1,85,0,1,0,0,0,0,3569294
5120,2015/9/1,117,1,116,1,0,7,0,0,1,3569294
5120,2015/10/1,302,0,302,1,1,7,0,0,0,3569294
5120,2015/11/1,352,0,352,0,2,28,0,0,0,3569294
5120,2015/12/1,221,0,221,1,1,23,0,0,0,3569294
5132,2009/1/1,0,0,0,0,0,0,0,0,0,893238
5132,2009/2/1,1,0,1,0,0,0,0,0,0,893238
5132,2009/3/1,16,0,16,0,0,0,0,0,0,893238
5132,2009/4/1,41,0,41,0,1,0,0,0,0,893238
5132,2009/5/1,33,0,33,0,0,0,0,0,0,893238
5132,2009/6/1,40,0,40,0,0,0,0,0,0,893238
5132,2009/7/1,9,0,9,0,0,0,0,0,0,893238
5132,2009/8/1,3,0,3,0,0,0,0,0,0,893238
5132,2009/9/1,3,0,3,0,0,0,0,0,0,893238
5132,2009/10/1,3,0,3,0,0,0,0,0,0,893238
5132,2009/11/1,3,0,3,0,0,0,0,0,0,893238
5132,2009/12/1,2,0,2,0,0,0,0,0,0,893238
5132,2010/1/1,6,0,6,0,0,0,0,0,0,898998
5132,2010/2/1,3,0,3,0,0,0,0,0,0,898998
5132,2010/3/1,17,0,17,0,0,0,0,0,0,898998
5132,2010/4/1,37,0,37,0,0,0,0,0,0,898998
5132,2010/5/1,51,0,51,0,0,0,0,0,0,898998
5132,2010/6/1,45,0,45,0,0,0,0,0,0,898998
5132,2010/7/1,21,0,21,0,0,0,0,0,0,898998
5132,2010/8/1,5,0,5,0,0,0,0,0,0,898998
5132,2010/9/1,5,0,5,0,0,0,0,0,0,898998
5132,2010/10/1,14,0,14,0,0,0,0,0,0,898998
5132,2010/11/1,5,0,5,0,0,0,0,0,0,898998
5132,2010/12/1,8,0,8,0,0,0,0,0,0,898998
5132,2011/1/1,0,0,0,0,0,0,0,0,0,904961
5132,2011/2/1,0,0,0,0,0,0,0,0,0,904961
5132,2011/3/1,1,0,1,0,0,0,0,0,0,904961
5132,2011/4/1,8,0,8,0,8,0,0,0,0,904961
5132,2011/5/1,7,0,7,0,6,1,0,0,0,904961
5132,2011/6/1,2,0,2,0,0,2,0,0,0,904961
5132,2011/7/1,1,1,0,0,0,0,0,1,0,904961
5132,2011/8/1,0,0,0,0,0,0,0,0,0,904961
5132,2011/9/1,4,0,4,0,4,0,0,0,0,904961
5132,2011/10/1,6,0,6,0,6,0,0,0,0,904961
5132,2011/11/1,11,0,11,3,8,0,0,0,0,904961
5132,2011/12/1,19,0,19,0,7,2,0,0,0,904961
5132,2012/1/1,1,0,1,0,0,0,0,0,0,911095
5132,2012/2/1,3,0,3,0,0,2,0,0,0,911095
5132,2012/3/1,0,0,0,0,0,0,0,0,0,911095
5132,2012/4/1,21,0,21,6,6,5,0,0,0,911095
5132,2012/5/1,150,1,149,50,3,15,1,0,0,911095
5132,2012/6/1,280,3,277,25,0,17,0,1,0,911095
5132,2012/7/1,117,0,117,1,1,1,0,0,0,911095
5132,2012/8/1,18,0,18,0,0,0,0,0,0,911095
5132,2012/9/1,16,0,16,0,0,0,0,0,0,911095
5132,2012/10/1,8,0,8,0,0,0,0,0,0,911095
5132,2012/11/1,7,0,7,0,0,0,0,0,0,911095
5132,2012/12/1,1,0,1,0,0,0,0,0,0,911095
5132,2013/1/1,1,0,1,0,0,0,0,0,0,917358
5132,2013/2/1,0,0,0,0,0,0,0,0,0,917358
5132,2013/3/1,1,0,1,0,0,0,0,0,0,917358
5132,2013/4/1,14,0,14,1,7,2,0,0,0,917358
5132,2013/5/1,12,1,11,1,1,2,0,0,0,917358
5132,2013/6/1,25,1,24,2,6,8,0,1,0,917358
5132,2013/7/1,6,0,6,0,0,2,0,0,0,917358
5132,2013/8/1,4,1,3,0,0,0,0,1,0,917358
5132,2013/9/1,9,0,9,1,2,2,0,0,0,917358
5132,2013/10/1,12,0,12,0,2,1,0,0,0,917358
5132,2013/11/1,14,0,14,0,3,0,0,0,0,917358
5132,2013/12/1,11,0,11,0,0,0,0,0,0,917358
5132,2014/1/1,3,0,3,0,1,0,0,0,0,923707
5132,2014/2/1,3,0,3,0,0,0,0,0,0,923707
5132,2014/3/1,11,0,11,0,2,2,0,0,0,923707
5132,2014/4/1,32,0,32,7,4,1,0,0,0,923707
5132,2014/5/1,37,0,37,8,1,10,0,0,0,923707
5132,2014/6/1,36,1,35,5,3,10,0,0,0,923707
5132,2014/7/1,15,0,15,0,3,5,0,0,0,923707
5132,2014/8/1,7,0,7,0,0,0,0,0,0,923707
5132,2014/9/1,4,0,4,0,0,1,0,0,0,923707
5132,2014/10/1,12,0,12,0,0,0,0,0,0,923707
5132,2014/11/1,13,0,13,2,1,0,0,0,0,923707
5132,2014/12/1,11,0,11,1,0,0,0,0,0,923707
5132,2015/1/1,5,0,5,0,0,4,0,0,0,930099
5132,2015/2/1,7,0,7,0,0,0,0,0,0,930099
5132,2015/3/1,19,0,19,3,0,3,0,0,0,930099
5132,2015/4/1,27,1,26,12,1,3,0,1,0,930099
5132,2015/5/1,67,3,64,17,4,10,0,1,1,930099
5132,2015/6/1,36,0,36,9,2,4,0,0,0,930099
5132,2015/7/1,15,0,15,6,0,1,0,0,0,930099
5132,2015/8/1,2,0,2,2,0,0,0,0,0,930099
5132,2015/9/1,4,0,4,2,0,0,0,0,0,930099
5132,2015/10/1,17,0,17,3,0,10,0,0,0,930099
5132,2015/11/1,10,0,10,1,0,1,0,0,0,930099
5132,2015/12/1,18,0,18,1,0,0,0,0,0,930099
5133,2009/1/1,0,0,0,0,0,0,0,0,0,1060046
5133,2009/2/1,1,0,1,0,0,0,0,0,0,1060046
5133,2009/3/1,0,0,0,0,0,0,0,0,0,1060046
5133,2009/4/1,1,0,1,0,0,0,0,0,0,1060046
5133,2009/5/1,0,0,0,0,0,0,0,0,0,1060046
5133,2009/6/1,2,0,2,0,0,0,0,0,0,1060046
5133,2009/7/1,1,0,1,0,0,0,0,0,0,1060046
5133,2009/8/1,1,0,1,0,0,0,0,0,0,1060046
5133,2009/9/1,0,0,0,0,0,0,0,0,0,1060046
5133,2009/10/1,1,0,1,0,0,0,0,0,0,1060046
5133,2009/11/1,0,0,0,0,0,0,0,0,0,1060046
5133,2009/12/1,1,0,1,0,0,0,0,0,0,1060046
5133,2010/1/1,0,0,0,0,0,0,0,0,0,1091912
5133,2010/2/1,1,0,1,0,0,0,0,0,0,1091912
5133,2010/3/1,0,0,0,0,0,0,0,0,0,1091912
5133,2010/4/1,13,0,13,0,3,0,0,0,0,1091912
5133,2010/5/1,152,0,152,3,11,14,0,0,0,1091912
5133,2010/6/1,215,0,215,0,8,7,0,0,0,1091912
5133,2010/7/1,96,1,95,0,6,6,0,0,1,1091912
5133,2010/8/1,15,0,15,0,0,0,0,0,0,1091912
5133,2010/9/1,12,0,12,0,0,2,0,0,0,1091912
5133,2010/10/1,1,0,1,0,0,0,0,0,0,1091912
5133,2010/11/1,35,0,35,0,0,0,0,0,0,1091912
5133,2010/12/1,40,0,40,0,0,0,0,0,0,1091912
5133,2011/1/1,1,0,1,0,0,0,0,0,0,1116427
5133,2011/2/1,0,0,0,0,0,0,0,0,0,1116427
5133,2011/3/1,2,0,2,0,0,0,0,0,0,1116427
5133,2011/4/1,4,0,4,0,0,1,0,0,0,1116427
5133,2011/5/1,17,0,17,3,0,1,0,0,0,1116427
5133,2011/6/1,22,1,21,5,0,0,0,1,0,1116427
5133,2011/7/1,18,0,18,1,0,0,0,0,0,1116427
5133,2011/8/1,3,0,3,0,0,0,0,0,0,1116427
5133,2011/9/1,2,0,2,0,1,0,0,0,0,1116427
5133,2011/10/1,1,0,1,0,0,0,0,0,0,1116427
5133,2011/11/1,16,0,16,0,0,0,0,0,0,1116427
5133,2011/12/1,14,0,14,0,0,0,0,0,0,1116427
5133,2012/1/1,7,0,7,0,0,0,0,0,0,1134332
5133,2012/2/1,1,0,1,0,0,0,0,0,0,1134332
5133,2012/3/1,2,0,2,0,0,0,0,0,0,1134332
5133,2012/4/1,0,0,0,0,0,0,0,0,0,1134332
5133,2012/5/1,41,0,41,7,0,0,0,0,0,1134332
5133,2012/6/1,28,0,28,0,0,0,0,0,0,1134332
5133,2012/7/1,29,0,29,0,1,0,0,0,0,1134332
5133,2012/8/1,12,0,12,0,0,0,0,0,0,1134332
5133,2012/9/1,36,0,36,0,2,0,0,0,0,1134332
5133,2012/10/1,10,0,10,0,0,0,0,0,0,1134332
5133,2012/11/1,17,0,17,0,0,0,0,0,0,1134332
5133,2012/12/1,7,0,7,0,0,0,0,0,0,1134332
5133,2013/1/1,1,0,1,0,0,0,0,0,0,1147277
5133,2013/2/1,2,0,2,0,0,0,0,0,0,1147277
5133,2013/3/1,4,0,4,0,0,0,0,0,0,1147277
5133,2013/4/1,11,0,11,0,2,0,0,0,0,1147277
5133,2013/5/1,8,0,8,0,0,0,0,0,0,1147277
5133,2013/6/1,27,0,27,0,0,0,0,0,0,1147277
5133,2013/7/1,8,0,8,0,0,0,0,0,0,1147277
5133,2013/8/1,9,0,9,0,0,0,0,0,0,1147277
5133,2013/9/1,9,1,8,0,0,0,1,0,0,1147277
5133,2013/10/1,15,0,15,0,1,0,0,0,0,1147277
5133,2013/11/1,63,0,63,3,2,1,0,0,0,1147277
5133,2013/12/1,23,0,23,0,0,0,0,0,0,1147277
5133,2014/1/1,12,0,12,0,0,0,0,0,0,1156915
5133,2014/2/1,8,0,8,0,0,0,0,0,0,1156915
5133,2014/3/1,8,0,8,0,0,0,0,0,0,1156915
5133,2014/4/1,30,0,30,0,0,0,0,0,0,1156915
5133,2014/5/1,144,1,143,0,11,0,0,1,0,1156915
5133,2014/6/1,199,3,196,0,7,0,0,2,0,1156915
5133,2014/7/1,63,1,62,0,3,0,0,0,0,1156915
5133,2014/8/1,24,0,24,0,0,0,0,0,0,1156915
5133,2014/9/1,28,0,28,0,0,1,0,0,0,1156915
5133,2014/10/1,20,0,20,0,0,0,0,0,0,1156915
5133,2014/11/1,23,0,23,1,0,0,0,0,0,1156915
5133,2014/12/1,11,0,11,1,0,1,0,0,0,1156915
5133,2015/1/1,9,0,9,0,1,0,0,0,0,1164899
5133,2015/2/1,9,0,9,0,0,2,0,0,0,1164899
5133,2015/3/1,10,0,10,0,0,0,0,0,0,1164899
5133,2015/4/1,26,0,26,0,0,0,0,0,0,1164899
5133,2015/5/1,109,0,109,0,0,0,0,0,0,1164899
5133,2015/6/1,67,0,67,3,0,0,0,0,0,1164899
5133,2015/7/1,21,0,21,0,0,0,0,0,0,1164899
5133,2015/8/1,9,0,9,0,0,0,0,0,0,1164899
5133,2015/9/1,5,0,5,0,0,0,0,0,0,1164899
5133,2015/10/1,27,0,27,0,0,1,0,0,0,1164899
5133,2015/11/1,44,0,44,0,0,1,0,0,0,1164899
5133,2015/12/1,30,0,30,0,0,0,0,0,0,1164899
5134,2009/1/1,33,0,33,0,0,0,0,0,0,4496810
5134,2009/2/1,18,0,18,0,0,0,0,0,0,4496810
5134,2009/3/1,33,0,33,0,0,0,0,0,0,4496810
5134,2009/4/1,51,0,51,0,0,0,0,0,0,4496810
5134,2009/5/1,44,0,44,0,1,0,0,0,0,4496810
5134,2009/6/1,47,0,47,0,0,0,0,0,0,4496810
5134,2009/7/1,38,0,38,0,0,0,0,0,0,4496810
5134,2009/8/1,10,0,10,0,0,0,0,0,0,4496810
5134,2009/9/1,16,0,16,0,0,0,0,0,0,4496810
5134,2009/10/1,22,0,22,0,0,1,0,0,0,4496810
5134,2009/11/1,21,0,21,0,0,0,0,0,0,4496810
5134,2009/12/1,18,0,18,0,0,2,0,0,0,4496810
5134,2010/1/1,23,0,23,0,0,0,0,0,0,4532986
5134,2010/2/1,17,0,17,0,0,0,0,0,0,4532986
5134,2010/3/1,22,0,22,0,0,0,0,0,0,4532986
5134,2010/4/1,65,0,65,0,0,0,0,0,0,4532986
5134,2010/5/1,120,0,120,1,0,0,0,0,0,4532986
5134,2010/6/1,85,0,85,2,1,0,0,0,0,4532986
5134,2010/7/1,89,0,89,2,0,0,0,0,0,4532986
5134,2010/8/1,44,0,44,0,0,0,0,0,0,4532986
5134,2010/9/1,36,0,36,0,0,0,0,0,0,4532986
5134,2010/10/1,55,0,55,0,0,0,0,0,0,4532986
5134,2010/11/1,75,0,75,0,0,0,0,0,0,4532986
5134,2010/12/1,102,0,102,0,0,0,0,0,0,4532986
5134,2011/1/1,61,0,61,0,0,0,0,0,0,4566170
5134,2011/2/1,15,0,15,0,0,0,0,0,0,4566170
5134,2011/3/1,27,0,27,0,0,0,0,0,0,4566170
5134,2011/4/1,36,0,36,0,0,0,0,0,0,4566170
5134,2011/5/1,69,0,69,0,0,0,0,0,0,4566170
5134,2011/6/1,68,0,68,0,0,0,0,0,0,4566170
5134,2011/7/1,41,1,40,0,0,0,0,1,0,4566170
5134,2011/8/1,17,0,17,0,0,0,0,0,0,4566170
5134,2011/9/1,19,0,19,0,0,0,0,0,0,4566170
5134,2011/10/1,21,0,21,0,0,0,0,0,0,4566170
5134,2011/11/1,61,1,60,0,0,0,0,0,0,4566170
5134,2011/12/1,112,0,112,0,1,0,0,0,0,4566170
5134,2012/1/1,87,0,87,0,0,0,0,0,0,4596834
5134,2012/2/1,44,0,44,0,0,0,0,0,0,4596834
5134,2012/3/1,56,0,56,0,0,0,0,0,0,4596834
5134,2012/4/1,78,0,78,0,0,1,0,0,0,4596834
5134,2012/5/1,150,1,149,0,1,1,0,0,0,4596834
5134,2012/6/1,183,0,183,0,0,0,0,0,0,4596834
5134,2012/7/1,147,0,147,0,0,0,0,0,0,4596834
5134,2012/8/1,58,0,58,0,0,0,0,0,0,4596834
5134,2012/9/1,33,1,32,0,0,0,0,0,0,4596834
5134,2012/10/1,39,0,39,0,0,0,0,0,0,4596834
5134,2012/11/1,65,0,65,0,0,0,0,0,0,4596834
5134,2012/12/1,73,1,72,0,0,0,0,0,0,4596834
5134,2013/1/1,87,0,87,0,0,0,0,0,0,4625607
5134,2013/2/1,50,0,50,0,0,0,0,0,0,4625607
5134,2013/3/1,62,0,62,0,1,0,0,0,0,4625607
5134,2013/4/1,67,1,66,0,0,0,0,0,0,4625607
5134,2013/5/1,33,0,33,0,0,0,0,0,0,4625607
5134,2013/6/1,41,0,41,0,0,0,0,0,0,4625607
5134,2013/7/1,50,0,50,0,0,1,0,0,0,4625607
5134,2013/8/1,30,0,30,0,0,1,0,0,0,4625607
5134,2013/9/1,29,1,28,0,0,0,0,1,0,4625607
5134,2013/10/1,89,1,88,1,0,2,0,0,1,4625607
5134,2013/11/1,182,2,180,0,1,0,0,0,0,4625607
5134,2013/12/1,290,0,290,0,0,0,0,0,0,4625607
5134,2014/1/1,305,1,304,1,2,0,0,1,0,4653119
5134,2014/2/1,126,0,126,0,1,1,0,0,0,4653119
5134,2014/3/1,185,1,184,0,0,1,0,0,0,4653119
5134,2014/4/1,710,35,675,0,23,4,0,9,4,4653119
5134,2014/5/1,1671,69,1602,1,8,14,1,10,4,4653119
5134,2014/6/1,784,27,757,1,3,1,0,6,2,4653119
5134,2014/7/1,459,6,453,0,0,0,0,0,1,4653119
5134,2014/8/1,141,1,140,0,0,0,0,0,0,4653119
5134,2014/9/1,103,3,100,0,0,0,0,0,0,4653119
5134,2014/10/1,158,1,157,0,0,0,0,0,0,4653119
5134,2014/11/1,197,0,197,0,0,0,0,0,0,4653119
5134,2014/12/1,231,0,231,0,0,0,0,0,0,4653119
5134,2015/1/1,319,0,319,0,0,1,0,0,0,4680001
5134,2015/2/1,229,0,229,3,1,3,0,0,0,4680001
5134,2015/3/1,295,3,292,6,0,2,0,1,0,4680001
5134,2015/4/1,818,2,816,16,1,4,0,1,0,4680001
5134,2015/5/1,968,1,967,45,1,20,0,0,0,4680001
5134,2015/6/1,627,0,627,14,0,1,0,0,0,4680001
5134,2015/7/1,346,0,346,1,0,0,0,0,0,4680001
5134,2015/8/1,83,0,83,0,0,0,0,0,0,4680001
5134,2015/9/1,70,1,69,0,0,0,0,0,0,4680001
5134,2015/10/1,71,0,71,0,0,0,0,0,0,4680001
5134,2015/11/1,90,0,90,0,0,0,0,0,0,4680001
5134,2015/12/1,110,0,110,0,0,0,0,0,0,4680001
